symbol,date,open,high,low,close,volume,adjusted
TSLA,2021-01-04,719.460022,744.48999,717.190002,729.77002,48638200,729.77002
TSLA,2021-01-05,723.659973,740.840027,719.200012,735.109985,32245200,735.109985
TSLA,2021-01-06,758.48999,774,749.099976,755.97998,44700000,755.97998
TSLA,2021-01-07,777.630005,816.98999,775.200012,816.039978,51498900,816.039978
TSLA,2021-01-08,856,884.48999,838.390015,880.02002,75055500,880.02002
TSLA,2021-01-11,849.400024,854.429993,803.619995,811.190002,59301600,811.190002
TSLA,2021-01-12,831,868,827.340027,849.440002,46270700,849.440002
TSLA,2021-01-13,852.76001,860.469971,832,854.409973,33312500,854.409973
TSLA,2021-01-14,843.390015,863,838.75,845,31266300,845
TSLA,2021-01-15,852,859.900024,819.099976,826.159973,38777600,826.159973
TSLA,2021-01-19,837.799988,850,833,844.549988,25367000,844.549988
TSLA,2021-01-20,858.73999,859.5,837.280029,850.450012,25665900,850.450012
TSLA,2021-01-21,855,855.719971,841.419983,844.98999,20521100,844.98999
TSLA,2021-01-22,834.309998,848,828.619995,846.640015,20066500,846.640015
TSLA,2021-01-25,855,900.400024,838.820007,880.799988,41173400,880.799988
TSLA,2021-01-26,891.380005,895.900024,871.599976,883.090027,23131600,883.090027
TSLA,2021-01-27,870.349976,891.5,858.659973,864.159973,27334000,864.159973
TSLA,2021-01-28,820,848,801,835.429993,26378000,835.429993
TSLA,2021-01-29,830,842.409973,780.099976,793.530029,34990800,793.530029
TSLA,2021-02-01,814.289978,842,795.559998,839.809998,25391400,839.809998
TSLA,2021-02-02,844.679993,880.5,842.200012,872.789978,24346200,872.789978
TSLA,2021-02-03,877.02002,878.080017,853.059998,854.690002,18343500,854.690002
TSLA,2021-02-04,855,856.5,833.419983,849.98999,15812700,849.98999
TSLA,2021-02-05,845,864.77002,838.969971,852.22998,18566600,852.22998
TSLA,2021-02-08,869.669983,877.77002,854.75,863.419983,20161700,863.419983
TSLA,2021-02-09,855.119995,859.799988,841.75,849.460022,15157700,849.460022
TSLA,2021-02-10,843.640015,844.820007,800.02002,804.820007,36216100,804.820007
TSLA,2021-02-11,812.440002,829.880005,801.72998,811.659973,21622800,811.659973
TSLA,2021-02-12,801.26001,817.330017,785.330017,816.119995,23768300,816.119995
TSLA,2021-02-16,818,821,792.440002,796.219971,19802300,796.219971
TSLA,2021-02-17,779.090027,799.840027,762.01001,798.150024,25996500,798.150024
TSLA,2021-02-18,780.900024,794.690002,776.27002,787.380005,17957100,787.380005
TSLA,2021-02-19,795,796.789978,777.369995,781.299988,18958300,781.299988
TSLA,2021-02-22,762.640015,768.5,710.200012,714.5,37269700,714.5
TSLA,2021-02-23,662.130005,713.609985,619,698.840027,66606900,698.840027
TSLA,2021-02-24,711.849976,745,694.169983,742.02002,36767000,742.02002
TSLA,2021-02-25,726.150024,737.210022,670.580017,682.219971,39023900,682.219971
TSLA,2021-02-26,700,706.700012,659.51001,675.5,41089200,675.5
TSLA,2021-03-01,690.109985,719,685.049988,718.429993,27136200,718.429993
TSLA,2021-03-02,718.280029,721.109985,685,686.440002,23732200,686.440002
TSLA,2021-03-03,687.98999,700.700012,651.710022,653.200012,30208000,653.200012
TSLA,2021-03-04,655.799988,668.450012,600,621.440002,65919500,621.440002
TSLA,2021-03-05,626.059998,627.840027,539.48999,597.950012,89396500,597.950012
TSLA,2021-03-08,600.549988,620.130005,558.789978,563,51787000,563
TSLA,2021-03-09,608.179993,678.090027,595.210022,673.580017,67523300,673.580017
TSLA,2021-03-10,700.299988,717.849976,655.059998,668.059998,60605700,668.059998
TSLA,2021-03-11,699.400024,702.5,677.179993,699.599976,36253900,699.599976
TSLA,2021-03-12,670,694.880005,666.140015,693.72998,33583800,693.72998
TSLA,2021-03-15,694.090027,713.179993,684.039978,707.940002,29335600,707.940002
TSLA,2021-03-16,703.349976,707.919983,671,676.880005,32195700,676.880005
TSLA,2021-03-17,656.869995,703.72998,651.01001,701.809998,40372500,701.809998
TSLA,2021-03-18,684.289978,689.22998,652,653.159973,33224800,653.159973
TSLA,2021-03-19,646.599976,657.22998,624.619995,654.869995,42894000,654.869995
TSLA,2021-03-22,684.590027,699.619995,668.75,670,39512200,670
TSLA,2021-03-23,675.77002,677.799988,657.51001,662.159973,30491900,662.159973
TSLA,2021-03-24,667.909973,668.02002,630.109985,630.27002,33795200,630.27002
TSLA,2021-03-25,613,645.5,609.5,640.390015,39224900,640.390015
TSLA,2021-03-26,641.869995,643.820007,599.890015,618.710022,33852800,618.710022
TSLA,2021-03-29,615.640015,616.47998,596.02002,611.289978,28637000,611.289978
TSLA,2021-03-30,601.75,637.659973,591.01001,635.619995,39432400,635.619995
TSLA,2021-03-31,646.619995,672,641.109985,667.929993,33337300,667.929993
TSLA,2021-04-01,688.369995,692.419983,659.419983,661.75,35298400,661.75
TSLA,2021-04-05,707.710022,708.159973,684.700012,691.049988,41842800,691.049988
TSLA,2021-04-06,690.299988,696.549988,681.369995,691.619995,28271800,691.619995
TSLA,2021-04-07,687,691.380005,667.840027,670.969971,26309400,670.969971
TSLA,2021-04-08,677.380005,689.549988,671.650024,683.799988,23924300,683.799988
TSLA,2021-04-09,677.77002,680.969971,669.429993,677.02002,21437100,677.02002
TSLA,2021-04-12,685.700012,704.799988,682.090027,701.97998,29135700,701.97998
TSLA,2021-04-13,712.700012,763,710.659973,762.320007,44652800,762.320007
TSLA,2021-04-14,770.700012,780.789978,728.030029,732.22998,49017400,732.22998
TSLA,2021-04-15,743.099976,743.690002,721.309998,738.849976,27848900,738.849976
TSLA,2021-04-16,728.650024,749.409973,724.599976,739.780029,27979500,739.780029
TSLA,2021-04-19,719.599976,725.400024,691.799988,714.630005,39686200,714.630005
TSLA,2021-04-20,717.419983,737.25,710.690002,718.98999,35609000,718.98999
TSLA,2021-04-21,704.77002,744.840027,698,744.119995,31215500,744.119995
TSLA,2021-04-22,741.5,753.77002,718.039978,719.690002,35590300,719.690002
TSLA,2021-04-23,719.799988,737.359985,715.460022,729.400024,28370000,729.400024
TSLA,2021-04-26,741,749.299988,732.609985,738.200012,31038500,738.200012
TSLA,2021-04-27,717.960022,724,703.349976,704.73999,29437000,704.73999
TSLA,2021-04-28,696.409973,708.5,693.599976,694.400024,22271000,694.400024
TSLA,2021-04-29,699.51001,702.25,668.5,677,28845400,677
TSLA,2021-04-30,667.590027,715.469971,666.140015,709.440002,40758700,709.440002
TSLA,2021-05-03,703.799988,706,680.5,684.900024,27043100,684.900024
TSLA,2021-05-04,678.940002,683.450012,657.700012,673.599976,29739300,673.599976
TSLA,2021-05-05,681.059998,685.299988,667.340027,670.940002,21901900,670.940002
TSLA,2021-05-06,680.76001,681.02002,650,663.539978,27784600,663.539978
TSLA,2021-05-07,665.799988,690,660.219971,672.369995,23469200,672.369995
TSLA,2021-05-10,664.900024,665.049988,627.609985,629.039978,31392400,629.039978
TSLA,2021-05-11,599.23999,627.099976,595.599976,617.200012,46503900,617.200012
TSLA,2021-05-12,602.48999,620.409973,586.77002,589.890015,33823600,589.890015
TSLA,2021-05-13,601.539978,606.460022,559.650024,571.690002,44184900,571.690002
TSLA,2021-05-14,583.409973,592.869995,570.460022,589.73999,33370900,589.73999
TSLA,2021-05-17,575.549988,589.72998,561.200012,576.830017,32390400,576.830017
TSLA,2021-05-18,568,596.25,563.380005,577.869995,36830600,577.869995
TSLA,2021-05-19,552.549988,566.210022,546.97998,563.460022,39578400,563.460022
TSLA,2021-05-20,575,588.849976,571.070007,586.780029,30821100,586.780029
TSLA,2021-05-21,596.109985,596.679993,580,580.880005,26030600,580.880005
TSLA,2021-05-24,581.599976,614.47998,573.650024,606.440002,34558100,606.440002
TSLA,2021-05-25,607.309998,613.98999,595.710022,604.690002,28005900,604.690002
TSLA,2021-05-26,607.559998,626.169983,601.5,619.130005,28639300,619.130005
TSLA,2021-05-27,620.23999,631.130005,616.210022,630.849976,26370600,630.849976
TSLA,2021-05-28,628.5,635.590027,622.380005,625.219971,22737000,625.219971
TSLA,2021-06-01,627.799988,633.799988,620.549988,623.900024,18084900,623.900024
TSLA,2021-06-02,620.130005,623.359985,599.140015,605.119995,23302800,605.119995
TSLA,2021-06-03,601.799988,604.549988,571.219971,572.840027,30111900,572.840027
TSLA,2021-06-04,579.710022,600.609985,577.200012,599.049988,24036900,599.049988
TSLA,2021-06-07,591.830017,610,582.880005,605.130005,22543700,605.130005
TSLA,2021-06-08,623.01001,623.090027,595.5,603.590027,26053400,603.590027
TSLA,2021-06-09,602.169983,611.789978,597.630005,598.780029,16584600,598.780029
TSLA,2021-06-10,603.880005,616.590027,600.5,610.119995,23919600,610.119995
TSLA,2021-06-11,610.22998,612.559998,601.52002,609.890015,16205300,609.890015
TSLA,2021-06-14,612.22998,625.48999,609.179993,617.690002,20424000,617.690002
TSLA,2021-06-15,616.690002,616.789978,598.22998,599.359985,17764100,599.359985
TSLA,2021-06-16,597.539978,608.5,593.5,604.869995,22144100,604.869995
TSLA,2021-06-17,601.890015,621.469971,601.340027,616.599976,22701400,616.599976
TSLA,2021-06-18,613.369995,628.349976,611.799988,623.309998,24560900,623.309998
TSLA,2021-06-21,624.47998,631.390015,608.880005,620.830017,24812700,620.830017
TSLA,2021-06-22,618.25,628.570007,615.5,623.710022,19158900,623.710022
TSLA,2021-06-23,632,657.200012,630.039978,656.570007,31099200,656.570007
TSLA,2021-06-24,674.98999,697.619995,667.609985,679.820007,45982400,679.820007
TSLA,2021-06-25,689.580017,693.809998,668.700012,671.869995,32496700,671.869995
TSLA,2021-06-28,671.640015,694.700012,670.320007,688.719971,21628200,688.719971
TSLA,2021-06-29,684.650024,687.51001,675.890015,680.76001,17381300,680.76001
TSLA,2021-06-30,679.77002,692.809998,678.140015,679.700012,18924900,679.700012
TSLA,2021-07-01,683.919983,687.98999,672.799988,677.919983,18634500,677.919983
TSLA,2021-07-02,678.97998,700,673.26001,678.900024,27054500,678.900024
TSLA,2021-07-06,681.710022,684,651.400024,659.580017,23284500,659.580017
TSLA,2021-07-07,664.27002,665.700012,638.320007,644.650024,18792000,644.650024
TSLA,2021-07-08,628.369995,654.429993,620.460022,652.809998,22773300,652.809998
TSLA,2021-07-09,653.179993,658.909973,644.690002,656.950012,18140500,656.950012
TSLA,2021-07-12,662.200012,687.23999,662.159973,685.700012,25927000,685.700012
TSLA,2021-07-13,686.320007,693.280029,666.299988,668.539978,20966100,668.539978
TSLA,2021-07-14,670.75,678.609985,652.840027,653.380005,21641200,653.380005
TSLA,2021-07-15,658.390015,666.140015,637.880005,650.599976,20209600,650.599976
TSLA,2021-07-16,654.679993,656.700012,642.200012,644.219971,16371000,644.219971
TSLA,2021-07-19,629.890015,647.200012,621.289978,646.219971,21297100,646.219971
TSLA,2021-07-20,651.98999,662.390015,640.5,660.5,15487100,660.5
TSLA,2021-07-21,659.609985,664.859985,650.289978,655.289978,13953300,655.289978
TSLA,2021-07-22,656.440002,662.169983,644.599976,649.26001,15105700,649.26001
TSLA,2021-07-23,646.359985,648.799988,637.299988,643.380005,14604900,643.380005
TSLA,2021-07-26,650.969971,668.200012,647.109985,657.619995,25336600,657.619995
TSLA,2021-07-27,663.400024,666.5,627.23999,644.780029,32813300,644.780029
TSLA,2021-07-28,647,654.969971,639.400024,646.97998,16006600,646.97998
TSLA,2021-07-29,649.789978,683.690002,648.799988,677.349976,30394600,677.349976
TSLA,2021-07-30,671.76001,697.530029,669,687.200012,29600500,687.200012
TSLA,2021-08-02,700,726.940002,698.400024,709.669983,33615800,709.669983
TSLA,2021-08-03,719,722.650024,701.01001,709.73999,21620300,709.73999
TSLA,2021-08-04,711,724.900024,708.929993,710.919983,17002600,710.919983
TSLA,2021-08-05,716,720.950012,711.409973,714.630005,12919600,714.630005
TSLA,2021-08-06,711.900024,716.330017,697.630005,699.099976,15576200,699.099976
TSLA,2021-08-09,710.169983,719.030029,705.130005,713.76001,14715300,713.76001
TSLA,2021-08-10,713.98999,716.590027,701.880005,709.98999,13432300,709.98999
TSLA,2021-08-11,712.710022,715.179993,704.210022,707.820007,9800600,707.820007
TSLA,2021-08-12,706.340027,722.799988,699.400024,722.25,17459100,722.25
TSLA,2021-08-13,723.710022,729.900024,714.340027,717.169983,16698900,717.169983
TSLA,2021-08-16,705.070007,709.5,676.400024,686.169983,22677400,686.169983
TSLA,2021-08-17,672.659973,674.580017,648.840027,665.710022,23721300,665.710022
TSLA,2021-08-18,669.75,695.77002,669.349976,688.98999,20349400,688.98999
TSLA,2021-08-19,678.210022,686.549988,667.590027,673.469971,14313500,673.469971
TSLA,2021-08-20,682.849976,692.130005,673.700012,680.26001,14781800,680.26001
TSLA,2021-08-23,685.440002,712.130005,680.75,706.299988,20264900,706.299988
TSLA,2021-08-24,710.679993,715.219971,702.640015,708.48999,13083100,708.48999
TSLA,2021-08-25,707.030029,716.969971,704,711.200012,12645600,711.200012
TSLA,2021-08-26,708.309998,715.400024,697.619995,701.159973,13214300,701.159973
TSLA,2021-08-27,705,715,702.099976,711.919983,13762100,711.919983
TSLA,2021-08-30,714.719971,731,712.72998,730.909973,18604200,730.909973
TSLA,2021-08-31,733,740.390015,726.440002,735.719971,20855400,735.719971
TSLA,2021-09-01,734.080017,741.98999,731.27002,734.090027,13204300,734.090027
TSLA,2021-09-02,734.5,740.969971,730.539978,732.390015,12777300,732.390015
TSLA,2021-09-03,732.25,734,724.200012,733.570007,15246100,733.570007
TSLA,2021-09-07,740,760.200012,739.26001,752.919983,20039800,752.919983
TSLA,2021-09-08,761.580017,764.450012,740.77002,753.869995,18793000,753.869995
TSLA,2021-09-09,753.409973,762.099976,751.630005,754.859985,14077700,754.859985
TSLA,2021-09-10,759.599976,762.609985,734.52002,736.27002,15114300,736.27002
TSLA,2021-09-13,740.210022,744.780029,708.849976,743,22952500,743
TSLA,2021-09-14,742.570007,754.469971,736.400024,744.48999,18524900,744.48999
TSLA,2021-09-15,745,756.859985,738.359985,755.830017,15357700,755.830017
TSLA,2021-09-16,752.830017,758.909973,747.609985,756.98999,13923400,756.98999
TSLA,2021-09-17,757.150024,761.039978,750,759.48999,28204200,759.48999
TSLA,2021-09-20,734.559998,742,718.619995,730.169983,24757700,730.169983
TSLA,2021-09-21,734.789978,744.73999,730.440002,739.380005,16330700,739.380005
TSLA,2021-09-22,743.530029,753.669983,739.119995,751.940002,15126300,751.940002
TSLA,2021-09-23,755,758.200012,747.919983,753.640015,11947500,753.640015
TSLA,2021-09-24,745.890015,774.799988,744.559998,774.390015,21373000,774.390015
TSLA,2021-09-27,773.119995,799,769.309998,791.359985,28070700,791.359985
